id,bairro,especie,tipo_area,condicao,altura_m,dap_cm,area_copa_m2,data_inventario,necessita_poda,risco_queda,latitude,longitude,co2_absorvido_kg_ano
624,Imbiribeira,Pau-brasil,Canteiro,Ruim,2.8,34.4,3.72,2022-05-26,False,False,-8.071969,-34.859855,48.16
625,Espinheiro,Jaqueira,Canteiro,Ruim,13.6,112.5,39.76,2022-10-22,False,False,-8.129857,-34.990335,765.0
626,Ibura,Flamboyant,Calçada,Boa,16.5,79.0,19.61,2022-11-25,True,False,-8.092569,-35.013418,651.75
627,Bomba do Hemetério,Cajueiro,Área de lazer,Boa,5.4,133.3,55.82,2022-09-10,False,False,-7.993317,-34.941392,359.91
628,Monteiro,Oiti (Licania tomentosa),Canteiro,Regular,9.0,33.1,3.44,2022-01-22,True,False,-7.940679,-34.947415,148.95
629,Bomba do Hemetério,Mangueira (Mangifera indica),Calçada,Boa,15.0,10.8,0.37,2022-04-19,True,False,-7.939039,-34.960844,81.0
630,Pina,Ficus benjamina,Área de lazer,Regular,6.1,47.5,7.09,2022-07-23,False,False,-8.118169,-34.993541,144.88
631,Jordão,Flamboyant,Parque,Boa,19.8,24.1,1.82,2022-11-13,False,False,-8.158871,-34.844135,238.59
632,Casa Forte,Flamboyant,Parque,Regular,18.9,145.7,66.69,2022-03-04,False,True,-8.093844,-35.005659,1376.86
633,Monteiro,Mangueira (Mangifera indica),Área de lazer,Regular,8.5,35.3,3.91,2022-07-12,False,False,-8.08431,-34.940945,150.02
634,Monteiro,Castanhola,Praça,Boa,5.5,125.2,49.24,2022-10-17,True,True,-7.968245,-34.805791,344.3
635,Casa Forte,Jaqueira,Praça,Boa,14.0,140.9,62.37,2022-04-08,True,True,-8.107791,-34.799111,986.3
636,Pina,Flamboyant,Área de lazer,Ruim,6.1,87.7,24.16,2022-03-16,True,False,-8.102605,-34.945086,267.49
637,Graças,Mangueira (Mangifera indica),Área de lazer,Boa,3.2,49.5,7.7,2022-04-18,True,False,-7.972029,-34.971573,79.2
638,Água Fria,Jaqueira,Calçada,Ruim,13.1,79.2,19.71,2022-08-21,False,False,-8.101379,-34.84795,518.76
639,Graças,Sibipiruna,Parque,Regular,9.9,64.1,12.91,2022-05-21,True,False,-8.158393,-34.951178,317.29
640,Graças,Sibipiruna,Canteiro,Boa,9.6,123.0,47.53,2022-10-11,True,True,-7.98618,-35.008016,590.4
641,Boa Viagem,Cajueiro,Calçada,Regular,2.5,14.3,0.64,2022-02-28,False,False,-8.148839,-34.820762,17.88
642,Beberibe,Cajueiro,Praça,Regular,7.7,106.9,35.9,2022-12-23,False,False,-7.931398,-34.935254,411.57
643,Água Fria,Flamboyant,Praça,Regular,17.3,9.6,0.29,2022-02-18,False,True,-8.089841,-34.86377,83.04
644,Dois Unidos,Amendoeira (Terminalia catappa),Praça,Regular,6.1,115.0,41.55,2022-01-13,True,False,-8.025968,-34.808381,350.75
645,Dois Unidos,Flamboyant,Praça,Regular,9.9,143.9,65.05,2022-07-10,False,False,-8.080627,-34.874579,712.31
646,Bomba do Hemetério,Ficus benjamina,Parque,Crítica,17.2,106.5,35.63,2022-10-23,False,False,-7.986657,-34.879887,915.9
647,Bomba do Hemetério,Mangueira (Mangifera indica),Calçada,Boa,5.5,79.0,19.61,2022-01-13,True,False,-8.093483,-34.856047,217.25
648,Casa Forte,Castanhola,Canteiro,Boa,13.5,12.7,0.51,2022-10-25,False,False,-7.954244,-34.78127,85.72
649,Apipucos,Jaqueira,Canteiro,Regular,15.0,95.6,28.71,2022-06-16,False,False,-7.95115,-34.941509,717.0
650,Monteiro,Mangueira (Mangifera indica),Calçada,Ruim,17.2,11.3,0.4,2022-06-11,False,False,-8.16562,-34.810445,97.18
651,Bomba do Hemetério,Jaqueira,Praça,Regular,5.6,6.6,0.14,2022-07-07,False,False,-8.118423,-34.833396,18.48
652,Boa Viagem,Pau-brasil,Parque,Boa,14.8,36.8,4.25,2022-07-06,False,False,-7.996543,-35.010845,272.32
653,Pina,Pau-brasil,Canteiro,Boa,10.8,136.5,58.53,2022-11-03,False,False,-7.946741,-34.813944,737.1
654,Beberibe,Flamboyant,Praça,Boa,19.7,116.0,42.27,2022-01-15,True,False,-8.096757,-34.900845,1142.6
655,Dois Unidos,Castanhola,Parque,Regular,13.6,120.5,45.62,2022-08-24,True,False,-8.086444,-34.871007,819.4
656,Jordão,Jaqueira,Parque,Boa,16.6,85.7,23.07,2022-03-24,True,False,-7.97554,-34.934746,711.31
657,Água Fria,Amendoeira (Terminalia catappa),Parque,Regular,7.3,76.5,18.39,2022-09-03,False,False,-8.002258,-34.957757,279.22
658,Apipucos,Jaqueira,Canteiro,Regular,13.9,15.7,0.77,2022-07-07,False,True,-7.934772,-35.01813,109.11
659,Boa Viagem,Flamboyant,Praça,Boa,19.9,75.5,17.91,2022-10-05,False,True,-8.13481,-34.788036,751.22
660,Imbiribeira,Ficus benjamina,Parque,Boa,11.4,120.3,45.47,2022-02-05,True,True,-8.111154,-34.853619,685.71
661,Monteiro,Amendoeira (Terminalia catappa),Canteiro,Regular,15.7,134.6,56.92,2022-06-23,False,False,-8.144613,-35.015057,1056.61
662,Pina,Amendoeira (Terminalia catappa),Calçada,Boa,10.0,108.9,37.26,2022-04-11,True,False,-8.077695,-34.962498,544.5
663,Água Fria,Flamboyant,Área de lazer,Ruim,17.0,97.9,30.11,2022-09-06,False,False,-8.085448,-34.797166,832.15
664,Boa Viagem,Pau-brasil,Canteiro,Regular,19.9,57.1,10.24,2022-09-06,False,False,-8.061966,-34.918356,568.14
665,Jordão,Mangueira (Mangifera indica),Parque,Regular,10.9,107.3,36.17,2022-01-09,False,False,-7.948075,-34.829007,584.78
666,Água Fria,Castanhola,Calçada,Ruim,14.0,110.1,38.08,2022-10-07,False,False,-8.014247,-34.849547,770.7
667,Boa Viagem,Ficus benjamina,Calçada,Regular,9.0,95.6,28.71,2022-02-16,True,True,-7.933604,-34.811046,430.2
668,Bomba do Hemetério,Mangueira (Mangifera indica),Calçada,Boa,12.0,65.4,13.44,2022-05-14,False,True,-8.067095,-34.852079,392.4
669,Imbiribeira,Pau-brasil,Parque,Ruim,16.2,20.3,1.29,2022-05-01,False,False,-8.080546,-34.999061,164.43
670,Pina,Cajueiro,Calçada,Regular,16.5,106.8,35.83,2022-02-10,False,False,-8.169358,-34.849439,881.1
671,Apipucos,Mangueira (Mangifera indica),Canteiro,Ruim,11.6,138.2,60.0,2022-10-21,False,False,-7.931943,-34.815382,801.56
672,Jordão,Flamboyant,Canteiro,Ruim,14.8,18.6,1.09,2022-07-01,True,False,-7.989766,-34.847638,137.64
673,Jordão,Cajueiro,Parque,Ruim,18.6,87.7,24.16,2022-09-24,False,False,-7.955076,-34.989249,815.61
674,Monteiro,Amendoeira (Terminalia catappa),Calçada,Boa,13.3,67.5,14.31,2022-10-12,False,False,-8.052992,-34.8001,448.88
675,Beberibe,Oiti (Licania tomentosa),Parque,Boa,15.9,100.1,31.48,2022-12-03,False,False,-7.934272,-34.945374,795.79
676,Jordão,Mangueira (Mangifera indica),Praça,Boa,5.1,86.6,23.56,2022-01-18,False,False,-8.026885,-34.870705,220.83
677,Pina,Oiti (Licania tomentosa),Canteiro,Boa,17.3,51.6,8.36,2022-01-24,True,False,-7.935024,-34.925988,446.34
678,Bomba do Hemetério,Pau-brasil,Calçada,Regular,8.3,101.1,32.11,2022-04-18,False,False,-8.011121,-34.901226,419.56
679,Graças,Cajueiro,Área de lazer,Boa,7.1,128.5,51.87,2022-12-13,True,False,-8.114103,-34.988289,456.17
680,Monteiro,Flamboyant,Parque,Regular,17.8,42.9,5.78,2022-02-11,True,False,-8.006072,-35.018025,381.81
681,Beberibe,Castanhola,Praça,Boa,7.1,61.6,11.92,2022-11-22,False,False,-7.946538,-34.797978,218.68
682,Boa Viagem,Castanhola,Praça,Boa,9.6,30.7,2.96,2022-09-08,True,False,-8.085975,-35.000052,147.36
683,Espinheiro,Jaqueira,Canteiro,Regular,12.3,41.8,5.49,2022-08-15,False,False,-8.101737,-34.909143,257.07
684,Boa Viagem,Mangueira (Mangifera indica),Praça,Regular,19.7,99.7,31.23,2022-04-03,True,False,-8.035373,-34.831886,982.04
685,Ibura,Flamboyant,Área de lazer,Ruim,18.5,85.6,23.02,2022-10-11,False,False,-8.015622,-34.796513,791.8
686,Casa Forte,Pau-brasil,Praça,Crítica,10.7,22.1,1.53,2022-04-17,True,False,-8.05225,-34.977348,118.23
687,Pina,Pau-brasil,Parque,Boa,17.2,62.6,12.31,2022-12-26,True,False,-8.043352,-34.945923,538.36
688,Espinheiro,Ficus benjamina,Calçada,Ruim,14.1,134.5,56.83,2022-10-19,False,False,-8.028808,-34.921885,948.23
689,Espinheiro,Mangueira (Mangifera indica),Canteiro,Boa,15.9,90.6,25.79,2022-05-11,False,False,-8.114203,-34.876544,720.27
690,Monteiro,Cajueiro,Praça,Boa,18.5,114.8,41.4,2022-09-06,True,False,-7.950099,-34.891601,1061.9
691,Beberibe,Oiti (Licania tomentosa),Praça,Regular,12.2,135.4,57.6,2022-03-19,False,False,-8.032478,-34.878947,825.94
692,Imbiribeira,Flamboyant,Calçada,Regular,2.2,35.8,4.03,2022-02-19,False,True,-8.095071,-34.893645,39.38
693,Dois Unidos,Mangueira (Mangifera indica),Calçada,Ruim,14.2,108.1,36.71,2022-06-12,True,False,-8.049135,-34.824464,767.51
694,Jordão,Amendoeira (Terminalia catappa),Área de lazer,Boa,19.7,12.9,0.52,2022-12-25,True,True,-8.127424,-34.820494,127.06
695,Jordão,Jaqueira,Calçada,Boa,3.3,50.9,8.14,2022-05-15,True,False,-8.151458,-34.943926,83.98
696,Jordão,Ficus benjamina,Área de lazer,Boa,3.7,121.8,46.61,2022-05-18,False,False,-8.026826,-34.986406,225.33
697,Beberibe,Pau-brasil,Canteiro,Regular,5.7,32.3,3.28,2022-12-06,False,False,-8.16861,-34.856815,92.05
698,Espinheiro,Amendoeira (Terminalia catappa),Canteiro,Regular,7.6,95.8,28.83,2022-04-21,True,False,-7.97898,-34.961983,364.04
699,Graças,Flamboyant,Canteiro,Regular,7.7,122.9,47.45,2022-10-27,True,False,-7.944735,-34.792276,473.17
700,Beberibe,Pau-brasil,Parque,Boa,9.4,115.2,41.69,2022-06-11,False,True,-8.035609,-34.810828,541.44
701,Imbiribeira,Flamboyant,Parque,Regular,7.0,58.3,10.68,2022-11-13,False,False,-8.06001,-34.914079,204.05
702,Casa Forte,Flamboyant,Canteiro,Crítica,12.7,30.7,2.96,2022-12-04,False,False,-8.140512,-34.899672,194.94
703,Jordão,Amendoeira (Terminalia catappa),Área de lazer,Boa,11.2,10.7,0.36,2022-01-20,True,False,-8.009833,-34.92866,59.92
704,Beberibe,Castanhola,Canteiro,Regular,3.0,36.0,4.07,2022-06-26,False,False,-8.009054,-34.805707,54.0
705,Beberibe,Jaqueira,Parque,Crítica,17.8,44.9,6.33,2022-09-11,False,False,-7.937445,-34.976638,399.61
706,Jordão,Ficus benjamina,Parque,Boa,12.0,36.0,4.07,2022-07-27,False,False,-7.930447,-34.80053,216.0
707,Beberibe,Flamboyant,Calçada,Crítica,6.3,82.0,21.12,2022-02-24,False,True,-7.990861,-34.861941,258.3
708,Pina,Jaqueira,Canteiro,Regular,2.7,98.4,30.42,2022-12-21,True,True,-7.952261,-34.895438,132.84
709,Dois Unidos,Sibipiruna,Canteiro,Regular,4.7,37.0,4.3,2022-09-23,False,False,-8.019117,-34.95637,86.95
710,Monteiro,Amendoeira (Terminalia catappa),Calçada,Boa,19.8,95.9,28.89,2022-11-25,True,False,-7.976436,-34.938949,949.41
711,Imbiribeira,Pau-brasil,Área de lazer,Boa,19.1,80.0,20.11,2022-05-05,True,False,-7.934743,-34.838905,764.0
712,Beberibe,Pau-brasil,Área de lazer,Boa,14.1,144.6,65.69,2022-05-19,False,False,-8.027858,-34.840423,1019.43
713,Graças,Mangueira (Mangifera indica),Canteiro,Boa,9.4,81.0,20.61,2022-10-07,False,False,-8.133837,-34.892354,380.7
714,Beberibe,Sibipiruna,Parque,Boa,16.6,118.5,44.11,2022-12-15,False,False,-8.126927,-35.00496,983.55
715,Monteiro,Flamboyant,Parque,Boa,2.4,135.2,57.43,2022-07-28,True,True,-7.970488,-34.818761,162.24
716,Ibura,Castanhola,Canteiro,Ruim,11.8,11.5,0.42,2022-01-28,False,False,-7.938864,-34.836948,67.85
717,Jordão,Ficus benjamina,Calçada,Boa,10.1,65.5,13.48,2022-01-21,True,False,-8.113082,-34.860361,330.77
718,Casa Forte,Amendoeira (Terminalia catappa),Área de lazer,Boa,10.8,90.3,25.62,2022-11-13,True,True,-8.018636,-35.018029,487.62
719,Água Fria,Mangueira (Mangifera indica),Área de lazer,Regular,10.6,75.1,17.72,2022-02-19,True,False,-7.949877,-34.918886,398.03
720,Beberibe,Flamboyant,Canteiro,Ruim,7.5,105.1,34.7,2022-05-09,True,False,-8.107171,-34.858535,394.12
721,Graças,Amendoeira (Terminalia catappa),Parque,Boa,7.6,64.5,13.07,2022-03-26,True,False,-8.135504,-34.8457,245.1
722,Monteiro,Jaqueira,Parque,Ruim,9.7,33.8,3.59,2022-02-26,True,True,-7.997817,-34.901648,163.93
723,Imbiribeira,Ficus benjamina,Praça,Boa,10.5,85.1,22.75,2022-05-27,True,False,-7.982764,-34.846913,446.77
724,Dois Unidos,Ficus benjamina,Praça,Boa,11.1,57.6,10.42,2022-03-15,True,False,-8.140505,-34.909497,319.68
725,Arruda,Mangueira (Mangifera indica),Parque,Regular,17.1,5.0,0.08,2022-02-12,False,False,-7.944677,-34.875337,42.75
726,Apipucos,Pau-brasil,Calçada,Boa,11.7,84.9,22.64,2022-11-12,False,False,-7.944627,-34.891387,496.67
727,Apipucos,Jaqueira,Área de lazer,Ruim,15.5,142.6,63.88,2022-12-17,True,False,-7.96608,-34.783505,1105.15
728,Apipucos,Castanhola,Canteiro,Regular,19.0,14.0,0.62,2022-12-01,False,False,-8.099083,-34.824326,133.0
729,Jordão,Amendoeira (Terminalia catappa),Parque,Boa,2.8,69.7,15.26,2022-03-13,False,False,-7.971006,-34.830561,97.58
730,Dois Unidos,Castanhola,Praça,Regular,15.4,5.2,0.08,2022-12-04,False,False,-7.984073,-34.875168,40.04
731,Imbiribeira,Flamboyant,Calçada,Boa,8.1,29.9,2.81,2022-08-01,True,False,-8.114039,-34.873369,121.09
732,Pina,Jaqueira,Parque,Boa,8.6,104.1,34.04,2022-09-17,False,True,-7.983463,-35.001437,447.63
733,Casa Forte,Jaqueira,Praça,Ruim,10.6,34.4,3.72,2022-11-11,False,False,-7.994439,-34.987437,182.32
734,Arruda,Castanhola,Calçada,Boa,15.7,84.6,22.48,2022-09-23,True,False,-8.128834,-34.821973,664.11
735,Imbiribeira,Pau-brasil,Parque,Boa,4.8,53.0,8.82,2022-01-06,False,False,-8.158849,-34.929383,127.2
736,Beberibe,Jaqueira,Canteiro,Ruim,11.7,120.9,45.92,2022-07-08,False,False,-8.165068,-34.946284,707.26
737,Ibura,Mangueira (Mangifera indica),Calçada,Boa,19.5,103.1,33.39,2022-02-11,True,False,-7.995422,-34.835936,1005.22
738,Ibura,Cajueiro,Parque,Crítica,16.0,115.1,41.62,2022-08-10,True,False,-8.165952,-35.015445,920.8
739,Monteiro,Ficus benjamina,Parque,Crítica,2.7,102.3,32.88,2022-10-19,True,False,-8.033647,-34.871266,138.11
740,Boa Viagem,Flamboyant,Praça,Ruim,6.8,134.8,57.09,2022-10-09,False,False,-7.934562,-34.780233,458.32
741,Casa Forte,Oiti (Licania tomentosa),Calçada,Crítica,2.4,62.6,12.31,2022-12-02,False,False,-8.061007,-34.78287,75.12
742,Jordão,Amendoeira (Terminalia catappa),Calçada,Boa,13.8,123.1,47.61,2022-01-02,False,False,-8.159638,-34.931062,849.39
743,Apipucos,Pau-brasil,Calçada,Regular,6.3,126.7,50.43,2022-07-27,False,False,-8.129596,-34.849358,399.11
744,Casa Forte,Castanhola,Parque,Boa,5.8,76.6,18.43,2022-06-14,False,True,-8.105217,-34.788714,222.14
745,Espinheiro,Ficus benjamina,Calçada,Boa,19.9,76.5,18.39,2022-07-14,False,False,-7.983193,-35.002039,761.17
746,Monteiro,Sibipiruna,Calçada,Boa,19.0,42.5,5.67,2022-11-12,True,False,-8.058956,-34.8166,403.75
747,Graças,Jaqueira,Área de lazer,Ruim,15.1,127.4,50.99,2022-02-23,False,True,-8.009153,-35.018721,961.87
748,Dois Unidos,Oiti (Licania tomentosa),Calçada,Ruim,18.2,107.5,36.3,2022-12-17,True,False,-8.168788,-34.876965,978.25
749,Casa Forte,Flamboyant,Parque,Regular,10.5,103.7,33.78,2022-04-19,True,True,-7.95343,-34.886669,544.43
750,Ibura,Ficus benjamina,Calçada,Ruim,4.3,64.8,13.19,2022-08-10,False,False,-8.147087,-34.854329,139.32
751,Dois Unidos,Ficus benjamina,Parque,Boa,14.4,68.6,14.78,2022-09-16,True,False,-8.103968,-34.846163,493.92
752,Pina,Mangueira (Mangifera indica),Calçada,Regular,2.2,117.8,43.6,2022-06-05,False,True,-8.054966,-34.846732,129.58
753,Água Fria,Ficus benjamina,Praça,Boa,2.9,125.4,49.4,2022-11-14,True,False,-7.938853,-34.812744,181.83
754,Bomba do Hemetério,Sibipiruna,Canteiro,Boa,18.8,54.5,9.33,2022-09-18,False,False,-8.023351,-34.990825,512.3
755,Monteiro,Ficus benjamina,Área de lazer,Regular,7.0,40.0,5.03,2022-01-13,False,False,-7.943699,-34.808629,140.0
756,Ibura,Amendoeira (Terminalia catappa),Calçada,Boa,8.2,97.5,29.86,2022-12-03,False,False,-8.071962,-34.915601,399.75
757,Casa Forte,Castanhola,Canteiro,Crítica,10.7,129.4,52.6,2022-01-22,False,False,-8.130929,-34.829845,692.29
758,Monteiro,Jaqueira,Praça,Boa,3.1,58.0,10.57,2022-12-04,False,False,-7.994415,-34.822886,89.9
759,Imbiribeira,Oiti (Licania tomentosa),Canteiro,Regular,18.3,122.3,46.99,2022-11-15,True,False,-8.157227,-34.848906,1119.05
760,Água Fria,Mangueira (Mangifera indica),Área de lazer,Regular,2.6,122.4,47.07,2022-05-06,False,True,-7.995012,-34.886088,159.12
761,Jordão,Pau-brasil,Canteiro,Boa,16.8,23.6,1.75,2022-09-15,False,False,-8.05189,-34.910015,198.24
762,Graças,Ficus benjamina,Canteiro,Regular,6.9,126.6,50.35,2022-07-13,False,False,-7.936527,-34.828451,436.77
763,Casa Forte,Mangueira (Mangifera indica),Área de lazer,Boa,3.4,146.5,67.43,2022-02-21,True,False,-8.004196,-34.951274,249.05
764,Jordão,Ficus benjamina,Canteiro,Boa,11.4,80.6,20.41,2022-05-21,False,False,-8.139001,-34.998648,459.42
765,Boa Viagem,Flamboyant,Canteiro,Regular,6.6,30.0,2.83,2022-06-12,True,False,-8.04896,-34.862998,99.0
766,Bomba do Hemetério,Ficus benjamina,Parque,Ruim,10.2,39.8,4.98,2022-10-25,True,False,-7.953055,-34.887907,202.98
767,Imbiribeira,Sibipiruna,Área de lazer,Ruim,10.6,20.5,1.32,2022-02-12,False,False,-8.161315,-34.924596,108.65
768,Bomba do Hemetério,Oiti (Licania tomentosa),Canteiro,Regular,15.0,105.9,35.23,2022-01-07,True,False,-8.14432,-34.977284,794.25
769,Dois Unidos,Pau-brasil,Canteiro,Regular,3.2,47.2,7.0,2022-06-14,False,False,-8.1167,-34.986155,75.52
770,Arruda,Mangueira (Mangifera indica),Canteiro,Crítica,9.2,96.4,29.19,2022-10-14,True,False,-8.155145,-34.923897,443.44
771,Apipucos,Mangueira (Mangifera indica),Calçada,Boa,9.1,104.9,34.57,2022-05-26,True,True,-8.121814,-34.79402,477.3
772,Pina,Pau-brasil,Praça,Regular,7.3,121.1,46.07,2022-05-17,True,False,-8.097843,-34.886546,442.01
773,Beberibe,Castanhola,Calçada,Boa,3.6,85.8,23.13,2022-02-10,True,False,-7.94868,-35.000342,154.44
774,Apipucos,Pau-brasil,Praça,Regular,14.5,33.7,3.57,2022-03-02,False,False,-7.987283,-34.838934,244.33
775,Apipucos,Pau-brasil,Praça,Regular,13.9,84.9,22.64,2022-10-23,True,False,-7.997704,-34.832516,590.06
776,Beberibe,Castanhola,Canteiro,Regular,16.9,97.5,29.86,2022-02-09,False,True,-8.133918,-34.906374,823.87
777,Bomba do Hemetério,Amendoeira (Terminalia catappa),Calçada,Boa,17.7,114.7,41.33,2022-08-21,True,False,-8.049043,-34.887012,1015.1
778,Dois Unidos,Ficus benjamina,Calçada,Regular,6.8,48.1,7.27,2022-08-15,False,False,-8.064349,-34.977274,163.54
779,Apipucos,Amendoeira (Terminalia catappa),Canteiro,Regular,10.2,99.9,31.35,2022-08-10,False,False,-8.134247,-34.985987,509.49
780,Boa Viagem,Castanhola,Praça,Boa,8.5,85.5,22.97,2022-01-28,False,False,-7.972802,-34.887316,363.38
781,Espinheiro,Sibipiruna,Canteiro,Boa,11.9,28.3,2.52,2022-09-26,False,False,-8.009944,-34.833141,168.39
782,Pina,Cajueiro,Parque,Boa,8.1,138.4,60.18,2022-06-11,False,False,-7.943701,-34.801924,560.52
783,Graças,Castanhola,Calçada,Boa,3.6,97.5,29.86,2022-04-21,True,True,-8.122593,-35.011591,175.5
784,Água Fria,Flamboyant,Canteiro,Regular,11.5,16.7,0.88,2022-11-26,True,False,-7.970037,-34.793486,96.02
785,Pina,Pau-brasil,Parque,Regular,2.3,110.8,38.57,2022-06-22,False,False,-8.013076,-35.008271,127.42
786,Imbiribeira,Flamboyant,Praça,Regular,3.7,128.0,51.47,2022-01-16,False,False,-7.975855,-34.994622,236.8
787,Monteiro,Amendoeira (Terminalia catappa),Área de lazer,Regular,3.6,5.8,0.11,2022-08-03,False,False,-7.930103,-34.952305,10.44
788,Casa Forte,Sibipiruna,Praça,Regular,17.9,71.9,16.24,2022-05-05,False,False,-8.168552,-34.839244,643.5
789,Graças,Flamboyant,Praça,Boa,13.9,36.3,4.14,2022-07-28,False,False,-8.009665,-34.854674,252.28
790,Dois Unidos,Jaqueira,Área de lazer,Regular,15.6,126.9,50.59,2022-01-20,True,False,-8.168769,-35.019824,989.82
791,Pina,Castanhola,Canteiro,Boa,7.9,139.8,61.4,2022-02-15,True,False,-8.117292,-34.890242,552.21
792,Água Fria,Oiti (Licania tomentosa),Praça,Regular,10.4,79.2,19.71,2022-02-19,False,True,-7.947657,-34.931428,411.84
793,Imbiribeira,Flamboyant,Praça,Boa,5.2,76.7,18.48,2022-04-08,False,False,-7.999743,-34.944171,199.42
794,Jordão,Sibipiruna,Praça,Boa,17.1,23.4,1.72,2022-07-07,False,True,-8.113626,-34.910334,200.07
795,Bomba do Hemetério,Jaqueira,Canteiro,Ruim,2.2,121.4,46.3,2022-06-07,False,False,-8.118815,-34.984783,133.54
796,Ibura,Flamboyant,Área de lazer,Boa,8.6,20.0,1.26,2022-02-09,False,False,-7.949872,-34.795569,86.0
797,Boa Viagem,Amendoeira (Terminalia catappa),Praça,Boa,5.0,116.0,42.27,2022-09-19,True,False,-7.943784,-34.906004,290.0
798,Pina,Jaqueira,Calçada,Ruim,4.9,81.9,21.07,2022-06-02,True,False,-8.003304,-35.013819,200.66
799,Bomba do Hemetério,Amendoeira (Terminalia catappa),Área de lazer,Boa,5.5,21.7,1.48,2022-09-02,False,False,-7.950951,-34.903491,59.67
800,Apipucos,Flamboyant,Parque,Ruim,17.5,28.4,2.53,2022-11-24,False,False,-8.084163,-34.928748,248.5
