id,tipo_ocorrencia,bairro,nivel_risco_bairro,mes,ano,turno,vitimas,prisoes_efetuadas,latitude,longitude
821,Roubo a veículo,Jordão,alto,11,2023,Manhã (6h-12h),1,0,-8.080296,-34.841878
822,Perturbação da ordem,Torre,médio,5,2022,Noite (18h-00h),1,0,-7.999968,-34.873432
823,Furto,Madalena,baixo,6,2023,Manhã (6h-12h),0,0,-8.12549,-34.814159
824,Roubo a pedestre,Beberibe,alto,8,2023,Noite (18h-00h),2,0,-7.980678,-34.924066
825,Arrombamento,Recife Antigo,médio,11,2023,Manhã (6h-12h),1,1,-8.154818,-34.822806
826,Arrombamento,Boa Viagem,médio,11,2022,Manhã (6h-12h),1,1,-7.942636,-34.867845
827,Roubo a veículo,Casa Amarela,médio,5,2023,Noite (18h-00h),2,0,-7.971568,-34.890011
828,Furto,Torre,médio,6,2023,Noite (18h-00h),0,1,-8.066509,-34.968748
829,Furto,Graças,baixo,6,2022,Tarde (12h-18h),0,0,-8.0371,-34.869866
830,Roubo a veículo,Beberibe,alto,3,2022,Tarde (12h-18h),2,0,-8.008329,-34.817454
831,Furto,Graças,baixo,5,2023,Manhã (6h-12h),0,0,-8.095649,-34.823368
832,Arrombamento,Ibura,alto,9,2022,Tarde (12h-18h),1,0,-8.001857,-34.832422
833,Lesão corporal,Imbiribeira,médio,8,2023,Noite (18h-00h),1,0,-8.151575,-35.010779
834,Roubo a pedestre,Boa Viagem,médio,7,2023,Madrugada (00h-6h),3,0,-7.979079,-34.794088
835,Roubo a pedestre,Jordão,alto,3,2022,Noite (18h-00h),1,0,-7.990282,-34.919229
836,Tráfico de drogas,Casa Amarela,médio,4,2023,Noite (18h-00h),0,0,-8.023613,-34.861726
837,Furto,Recife Antigo,médio,8,2023,Noite (18h-00h),1,0,-8.151873,-34.856076
838,Furto,Torre,médio,4,2022,Madrugada (00h-6h),0,0,-8.016945,-34.969673
839,Furto,Imbiribeira,médio,6,2023,Manhã (6h-12h),0,0,-8.146713,-34.936894
840,Furto,Torre,médio,9,2022,Manhã (6h-12h),1,0,-8.116193,-34.905243
841,Tráfico de drogas,Recife Antigo,médio,5,2023,Noite (18h-00h),3,0,-8.055696,-34.806838
842,Roubo a pedestre,Boa Viagem,médio,5,2023,Madrugada (00h-6h),0,1,-8.081149,-34.908673
843,Lesão corporal,Madalena,baixo,10,2023,Noite (18h-00h),1,0,-8.063161,-34.931767
844,Roubo a veículo,Casa Forte,baixo,11,2023,Madrugada (00h-6h),0,0,-8.119512,-34.876838
845,Tráfico de drogas,Jordão,alto,10,2023,Manhã (6h-12h),0,1,-8.053833,-34.78319
846,Furto,Beberibe,alto,8,2022,Tarde (12h-18h),0,0,-8.091713,-34.859559
847,Lesão corporal,Espinheiro,baixo,3,2022,Noite (18h-00h),1,0,-8.028228,-34.872867
848,Furto,Dois Unidos,alto,4,2023,Noite (18h-00h),1,0,-8.048734,-34.945695
849,Arrombamento,Casa Amarela,médio,7,2022,Noite (18h-00h),1,1,-8.007868,-34.945072
850,Lesão corporal,Torre,médio,7,2022,Tarde (12h-18h),0,0,-8.096288,-34.957968
851,Furto,Espinheiro,baixo,8,2023,Tarde (12h-18h),1,0,-7.985645,-34.897315
852,Furto,Espinheiro,baixo,11,2022,Noite (18h-00h),1,0,-8.146034,-34.930812
853,Furto,Boa Viagem,médio,1,2023,Noite (18h-00h),2,1,-8.07061,-34.957007
854,Furto,Imbiribeira,médio,4,2022,Madrugada (00h-6h),1,1,-8.133806,-34.890415
855,Lesão corporal,Casa Amarela,médio,8,2022,Tarde (12h-18h),1,0,-7.994793,-34.784563
856,Lesão corporal,Ibura,alto,11,2023,Madrugada (00h-6h),0,1,-8.028421,-34.931768
857,Furto,Casa Amarela,médio,12,2023,Tarde (12h-18h),1,0,-8.125708,-34.91237
858,Roubo a veículo,Água Fria,alto,11,2023,Tarde (12h-18h),1,0,-8.150169,-34.882512
859,Lesão corporal,Torre,médio,12,2023,Madrugada (00h-6h),0,0,-8.004914,-34.997095
860,Furto,Torre,médio,6,2023,Noite (18h-00h),3,0,-8.091583,-34.875585
861,Furto,Aflitos,baixo,2,2023,Manhã (6h-12h),2,1,-7.995337,-34.990588
862,Furto,Aflitos,baixo,9,2022,Noite (18h-00h),1,0,-8.100026,-34.9295
863,Lesão corporal,Graças,baixo,6,2022,Noite (18h-00h),2,1,-7.942793,-34.784722
864,Lesão corporal,Imbiribeira,médio,10,2022,Noite (18h-00h),1,1,-8.147358,-34.92175
865,Roubo a veículo,Água Fria,alto,11,2023,Madrugada (00h-6h),0,0,-8.135884,-35.005449
866,Roubo a pedestre,Beberibe,alto,8,2023,Noite (18h-00h),0,0,-7.970334,-35.019933
867,Furto,Casa Forte,baixo,1,2023,Manhã (6h-12h),2,0,-8.159584,-35.004382
868,Lesão corporal,Ibura,alto,3,2022,Manhã (6h-12h),1,0,-8.107792,-34.880495
869,Roubo a pedestre,Aflitos,baixo,5,2022,Tarde (12h-18h),0,0,-8.065398,-34.862053
870,Roubo a veículo,Graças,baixo,5,2022,Noite (18h-00h),1,0,-8.023029,-35.005372
871,Furto,Casa Forte,baixo,3,2023,Noite (18h-00h),3,0,-8.128105,-34.861908
872,Roubo a pedestre,Aflitos,baixo,11,2022,Tarde (12h-18h),2,0,-8.134707,-34.791602
873,Roubo a pedestre,Boa Viagem,médio,3,2023,Madrugada (00h-6h),2,0,-7.989194,-34.798315
874,Roubo a pedestre,Casa Forte,baixo,12,2023,Tarde (12h-18h),1,0,-8.138277,-34.887914
875,Roubo a pedestre,Beberibe,alto,10,2023,Noite (18h-00h),1,0,-7.974027,-34.788521
876,Lesão corporal,Dois Unidos,alto,10,2023,Madrugada (00h-6h),1,0,-7.944214,-34.934916
877,Furto,Ibura,alto,12,2023,Noite (18h-00h),1,0,-8.131902,-34.849025
878,Furto,Ibura,alto,7,2022,Noite (18h-00h),1,0,-8.05511,-34.851664
879,Furto,Jordão,alto,6,2022,Noite (18h-00h),1,0,-7.949194,-34.920028
880,Roubo a pedestre,Dois Unidos,alto,8,2023,Manhã (6h-12h),1,0,-8.021851,-35.004515
881,Furto,Graças,baixo,5,2023,Manhã (6h-12h),0,1,-8.004342,-34.966676
882,Roubo a veículo,Madalena,baixo,12,2022,Madrugada (00h-6h),0,1,-8.148661,-34.932135
883,Furto,Boa Viagem,médio,6,2022,Tarde (12h-18h),1,1,-7.980083,-34.84836
884,Roubo a veículo,Dois Unidos,alto,9,2023,Manhã (6h-12h),1,1,-8.045721,-34.780689
885,Tráfico de drogas,Dois Unidos,alto,9,2022,Madrugada (00h-6h),3,1,-8.003046,-34.937411
886,Roubo a pedestre,Graças,baixo,11,2023,Noite (18h-00h),1,0,-7.989853,-34.861032
887,Furto,Casa Amarela,médio,3,2022,Noite (18h-00h),0,0,-7.981292,-35.007534
888,Roubo a veículo,Água Fria,alto,9,2023,Noite (18h-00h),1,0,-7.956538,-34.925707
889,Roubo a pedestre,Casa Forte,baixo,3,2023,Madrugada (00h-6h),0,1,-8.129892,-34.927377
890,Roubo a pedestre,Dois Unidos,alto,12,2022,Tarde (12h-18h),0,0,-7.951363,-34.938839
891,Roubo a pedestre,Imbiribeira,médio,11,2022,Tarde (12h-18h),1,0,-7.937024,-35.009744
892,Roubo a pedestre,Casa Forte,baixo,10,2022,Manhã (6h-12h),1,1,-7.961894,-34.999625
893,Tráfico de drogas,Casa Amarela,médio,5,2022,Madrugada (00h-6h),0,1,-8.023166,-34.980413
894,Tráfico de drogas,Ibura,alto,12,2022,Tarde (12h-18h),0,0,-8.032167,-34.931145
895,Roubo a pedestre,Ibura,alto,7,2023,Noite (18h-00h),2,0,-7.943105,-34.803875
896,Arrombamento,Ibura,alto,9,2023,Manhã (6h-12h),1,1,-8.021607,-34.983819
897,Roubo a pedestre,Dois Unidos,alto,6,2023,Tarde (12h-18h),2,0,-7.934761,-34.788979
898,Furto,Água Fria,alto,10,2023,Tarde (12h-18h),2,0,-8.096686,-34.826011
899,Roubo a pedestre,Recife Antigo,médio,5,2022,Tarde (12h-18h),3,1,-7.955328,-34.829698
900,Arrombamento,Espinheiro,baixo,3,2022,Madrugada (00h-6h),0,1,-8.119718,-34.894781
901,Tráfico de drogas,Beberibe,alto,12,2022,Madrugada (00h-6h),0,0,-7.987537,-34.799842
902,Furto,Graças,baixo,11,2023,Noite (18h-00h),2,1,-7.93935,-34.868654
903,Roubo a pedestre,Casa Amarela,médio,1,2022,Madrugada (00h-6h),2,1,-8.067741,-34.872943
904,Homicídio,Recife Antigo,médio,12,2023,Manhã (6h-12h),0,1,-8.12244,-34.915959
905,Roubo a pedestre,Dois Unidos,alto,9,2022,Tarde (12h-18h),2,0,-8.13879,-34.784394
906,Arrombamento,Casa Forte,baixo,4,2023,Noite (18h-00h),1,1,-7.972893,-34.798517
907,Furto,Boa Viagem,médio,3,2022,Noite (18h-00h),1,1,-8.076122,-34.859755
908,Tráfico de drogas,Beberibe,alto,4,2023,Madrugada (00h-6h),0,1,-7.941126,-34.901744
909,Roubo a pedestre,Graças,baixo,12,2022,Tarde (12h-18h),1,0,-8.083065,-34.810342
910,Lesão corporal,Madalena,baixo,10,2022,Manhã (6h-12h),1,0,-8.130108,-34.938535
911,Furto,Boa Viagem,médio,6,2023,Madrugada (00h-6h),1,0,-8.158345,-34.898127
912,Roubo a pedestre,Torre,médio,10,2023,Manhã (6h-12h),0,0,-8.048411,-34.931349
913,Roubo a veículo,Casa Amarela,médio,11,2022,Madrugada (00h-6h),1,0,-7.955047,-34.899093
914,Furto,Ibura,alto,7,2023,Tarde (12h-18h),0,0,-8.162011,-34.906505
915,Roubo a pedestre,Casa Amarela,médio,6,2022,Tarde (12h-18h),0,0,-8.094254,-35.011079
916,Furto,Boa Viagem,médio,6,2023,Noite (18h-00h),2,0,-8.01093,-34.951031
917,Furto,Ibura,alto,5,2022,Manhã (6h-12h),1,0,-8.066373,-34.905348
918,Furto,Aflitos,baixo,7,2023,Madrugada (00h-6h),1,0,-8.142579,-34.870405
919,Tráfico de drogas,Água Fria,alto,7,2022,Noite (18h-00h),1,0,-8.121812,-34.832261
920,Homicídio,Água Fria,alto,5,2023,Madrugada (00h-6h),0,1,-8.16419,-35.000602
921,Furto,Casa Forte,baixo,5,2022,Madrugada (00h-6h),0,0,-8.089842,-34.842508
922,Furto,Dois Unidos,alto,6,2022,Noite (18h-00h),1,0,-8.041631,-35.009711
923,Tráfico de drogas,Casa Amarela,médio,4,2023,Manhã (6h-12h),3,1,-7.97106,-34.948786
924,Roubo a pedestre,Boa Viagem,médio,1,2022,Noite (18h-00h),1,0,-7.961204,-34.917482
925,Furto,Beberibe,alto,11,2022,Noite (18h-00h),1,0,-8.043063,-34.973428
926,Furto,Espinheiro,baixo,6,2023,Tarde (12h-18h),1,0,-8.097659,-34.875416
927,Furto,Casa Amarela,médio,12,2023,Noite (18h-00h),1,0,-8.117637,-34.885056
928,Arrombamento,Beberibe,alto,5,2022,Noite (18h-00h),1,1,-8.146476,-34.819437
929,Perturbação da ordem,Graças,baixo,9,2023,Tarde (12h-18h),1,0,-8.004195,-34.971425
930,Roubo a pedestre,Madalena,baixo,7,2022,Noite (18h-00h),0,0,-8.065897,-34.794193
931,Roubo a pedestre,Ibura,alto,5,2023,Manhã (6h-12h),1,0,-8.14575,-34.886946
932,Tráfico de drogas,Recife Antigo,médio,9,2023,Noite (18h-00h),1,0,-8.045546,-34.805997
933,Furto,Ibura,alto,5,2023,Noite (18h-00h),1,0,-8.101623,-34.876169
934,Lesão corporal,Casa Amarela,médio,6,2022,Madrugada (00h-6h),1,0,-8.100597,-34.819069
935,Perturbação da ordem,Espinheiro,baixo,8,2022,Noite (18h-00h),2,0,-7.956135,-34.878863
936,Lesão corporal,Imbiribeira,médio,2,2022,Tarde (12h-18h),1,0,-8.089806,-35.00769
937,Roubo a pedestre,Casa Forte,baixo,6,2023,Tarde (12h-18h),0,0,-8.001523,-34.917167
938,Furto,Jordão,alto,12,2022,Noite (18h-00h),2,0,-8.168459,-34.916124
939,Tráfico de drogas,Ibura,alto,9,2022,Tarde (12h-18h),1,1,-8.118481,-34.901153
940,Arrombamento,Casa Forte,baixo,10,2023,Madrugada (00h-6h),0,0,-7.940077,-34.892487
941,Tráfico de drogas,Recife Antigo,médio,8,2022,Manhã (6h-12h),1,0,-7.945449,-34.888274
942,Furto,Aflitos,baixo,10,2023,Tarde (12h-18h),0,0,-7.941063,-34.888181
943,Furto,Ibura,alto,6,2023,Tarde (12h-18h),2,0,-8.054178,-34.836642
944,Roubo a pedestre,Torre,médio,10,2022,Madrugada (00h-6h),0,1,-8.134178,-34.841311
945,Roubo a pedestre,Jordão,alto,6,2022,Noite (18h-00h),1,0,-7.965273,-34.817687
946,Roubo a veículo,Madalena,baixo,7,2022,Noite (18h-00h),1,0,-7.938858,-34.905912
947,Roubo a veículo,Espinheiro,baixo,11,2023,Noite (18h-00h),1,0,-7.958798,-34.864482
948,Furto,Boa Viagem,médio,7,2022,Noite (18h-00h),1,0,-7.938879,-34.967694
949,Roubo a veículo,Espinheiro,baixo,4,2022,Noite (18h-00h),3,0,-8.101729,-34.851949
950,Roubo a pedestre,Ibura,alto,7,2022,Madrugada (00h-6h),1,0,-7.987527,-34.85882
951,Roubo a veículo,Espinheiro,baixo,12,2023,Tarde (12h-18h),1,1,-8.109818,-34.859546
952,Lesão corporal,Madalena,baixo,2,2022,Noite (18h-00h),0,0,-8.094377,-34.780859
953,Roubo a veículo,Boa Viagem,médio,2,2022,Madrugada (00h-6h),2,0,-8.120624,-34.886091
954,Lesão corporal,Espinheiro,baixo,12,2022,Tarde (12h-18h),0,0,-8.111618,-34.860844
955,Tráfico de drogas,Madalena,baixo,9,2022,Noite (18h-00h),1,0,-8.020549,-34.812343
956,Homicídio,Beberibe,alto,10,2022,Noite (18h-00h),1,1,-8.080682,-34.956608
957,Furto,Água Fria,alto,11,2023,Noite (18h-00h),1,0,-8.048119,-34.847358
958,Roubo a veículo,Torre,médio,10,2023,Manhã (6h-12h),0,0,-8.098405,-34.991942
959,Lesão corporal,Ibura,alto,4,2023,Noite (18h-00h),1,0,-8.013721,-34.859104
960,Furto,Casa Amarela,médio,8,2023,Manhã (6h-12h),2,1,-8.011506,-34.955098
961,Furto,Espinheiro,baixo,9,2023,Noite (18h-00h),1,0,-8.05656,-34.967195
962,Lesão corporal,Ibura,alto,5,2022,Madrugada (00h-6h),0,1,-8.152848,-34.93123
963,Furto,Recife Antigo,médio,7,2022,Noite (18h-00h),2,1,-7.979605,-35.012784
964,Roubo a pedestre,Água Fria,alto,10,2022,Noite (18h-00h),0,1,-8.083175,-34.840051
965,Roubo a veículo,Água Fria,alto,1,2022,Noite (18h-00h),1,0,-8.076139,-34.84098
966,Roubo a pedestre,Madalena,baixo,9,2023,Tarde (12h-18h),1,0,-8.136039,-34.924164
967,Arrombamento,Aflitos,baixo,6,2023,Madrugada (00h-6h),0,1,-8.014603,-34.964144
968,Furto,Casa Forte,baixo,1,2022,Madrugada (00h-6h),0,1,-8.098882,-34.843421
969,Roubo a veículo,Dois Unidos,alto,4,2023,Noite (18h-00h),0,1,-7.931389,-34.904428
970,Roubo a pedestre,Aflitos,baixo,5,2023,Tarde (12h-18h),2,0,-8.005956,-34.908982
971,Furto,Casa Forte,baixo,12,2023,Tarde (12h-18h),2,1,-7.942075,-34.957376
972,Lesão corporal,Dois Unidos,alto,2,2023,Noite (18h-00h),2,0,-8.118146,-34.901676
973,Furto,Madalena,baixo,6,2023,Manhã (6h-12h),0,1,-7.946142,-34.863463
974,Perturbação da ordem,Casa Forte,baixo,4,2022,Tarde (12h-18h),1,0,-8.051702,-34.964162
975,Roubo a veículo,Ibura,alto,2,2023,Tarde (12h-18h),1,0,-8.031983,-34.906544
976,Roubo a veículo,Madalena,baixo,1,2022,Madrugada (00h-6h),1,1,-8.064868,-34.966052
977,Tráfico de drogas,Ibura,alto,7,2022,Tarde (12h-18h),1,0,-8.132534,-34.790194
978,Perturbação da ordem,Água Fria,alto,3,2023,Madrugada (00h-6h),2,1,-7.99255,-34.927515
979,Roubo a veículo,Boa Viagem,médio,6,2023,Madrugada (00h-6h),2,0,-7.999751,-34.982377
980,Roubo a pedestre,Casa Amarela,médio,12,2022,Madrugada (00h-6h),1,0,-8.082067,-34.891833
981,Furto,Casa Forte,baixo,3,2022,Noite (18h-00h),0,0,-8.122126,-34.937279
982,Roubo a pedestre,Recife Antigo,médio,10,2022,Noite (18h-00h),2,0,-8.121277,-34.991582
983,Tráfico de drogas,Ibura,alto,9,2023,Noite (18h-00h),1,0,-8.06525,-34.92496
984,Arrombamento,Boa Viagem,médio,4,2023,Noite (18h-00h),0,1,-8.140348,-34.838594
985,Arrombamento,Ibura,alto,1,2022,Manhã (6h-12h),0,0,-8.109622,-34.79248
986,Furto,Espinheiro,baixo,11,2023,Madrugada (00h-6h),1,0,-8.059686,-34.784883
987,Roubo a pedestre,Boa Viagem,médio,8,2023,Noite (18h-00h),0,0,-8.06616,-34.815566
988,Tráfico de drogas,Imbiribeira,médio,6,2022,Tarde (12h-18h),1,0,-8.008197,-34.839154
989,Furto,Torre,médio,11,2022,Tarde (12h-18h),2,0,-7.949071,-34.886247
990,Roubo a pedestre,Torre,médio,10,2023,Noite (18h-00h),1,0,-8.097452,-34.899168
991,Perturbação da ordem,Espinheiro,baixo,1,2023,Manhã (6h-12h),0,0,-7.95775,-34.973037
992,Homicídio,Dois Unidos,alto,11,2023,Madrugada (00h-6h),0,0,-7.962801,-34.83179
993,Roubo a pedestre,Água Fria,alto,8,2022,Tarde (12h-18h),2,0,-8.084579,-34.906007
994,Roubo a pedestre,Casa Forte,baixo,5,2023,Tarde (12h-18h),0,0,-8.092454,-34.977892
995,Tráfico de drogas,Casa Amarela,médio,12,2023,Manhã (6h-12h),1,0,-8.109768,-34.880394
996,Lesão corporal,Dois Unidos,alto,5,2023,Manhã (6h-12h),2,0,-8.053033,-34.809825
997,Roubo a veículo,Casa Forte,baixo,5,2023,Noite (18h-00h),1,0,-8.040378,-34.852484
998,Tráfico de drogas,Dois Unidos,alto,2,2023,Manhã (6h-12h),1,1,-7.940581,-34.978717
999,Roubo a veículo,Beberibe,alto,5,2022,Noite (18h-00h),2,0,-8.034077,-34.800874
1000,Furto,Beberibe,alto,5,2023,Manhã (6h-12h),1,0,-8.074039,-34.920739
